record_id,identifier,canonical_process,city,stratum,quota,subject,subtype,class,unit,court_level,judgment_or_event_date,publication_date,outcome_confirmed,official_url_checked,official_source_type,full_document_accessed,validation_status,status_final,process_final_status,validation_tier,source_directly_checked,duplicate_group,notes
PILOTO-0056,1.0000.25.443942-5/001,10000254439425001,Contagem,Consumidor,12,Consumidor,Evicção Imobiliária,Apelação Cível,TJMG,Segunda Instância,17/06/2026,22/06/2026,Provimento ao recurso,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&ano=25&ttriCodigo=1&codigoOrigem=0000&numero=443942&sequencial=001&sequencialAcordao=0,TJMG - Espelho do Acórdão,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Discussão sobre garantia de evicção em contrato de gaveta de imóvel com indisponibilidade.
PILOTO-0057,1.0000.25.451834-3/001,10000254518343001,Contagem,Consumidor,12,Consumidor,Vícios Construtivos,Apelação Cível,TJMG,Segunda Instância,14/04/2026,17/04/2026,Parcial provimento,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&ano=25&ttriCodigo=1&codigoOrigem=0000&numero=451834&sequencial=001&sequencialAcordao=0,TJMG - Espelho do Acórdão,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Responsabilidade da construtora por vícios e interdição de edifício.
PILOTO-0014,1059523-15.2025.8.13.0000,10595231520258130000,Betim,Empresarial,12,Administração judicial / Recuperação judicial,Acórdão,Agravo de Instrumento-Cv,21ª Câmara Cível Especializada,2ª Instância,03/04/2025,20/10/2025,Metadados e cadeia recursal confirmados; não contar sequências como processos distintos,https://www4.tjmg.jus.br/juridico/sf/proc_resultado2.jsp?listaProcessos=10595231520258130000,TJMG Consulta Processual,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V4_DIRETO,SIM,,Página contém múltiplos processos ligados; exigir canonical_process no banco.
PILOTO-0005,1328212-98.2023.8.13.0000,13282129820238130000,Betim,Consumidor,12,Indenização por Dano Material,Responsabilidade do Fornecedor,Agravo Interno Cv,Núcleo de Justiça 4.0 - Cível Brumadinho,Segunda Instância,2023-07-06,2024-04-10,Ativo,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10000231328204002,TJMG,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Validado via portal oficial TJMG.
PILOTO-0015,1390879-98.2007.8.13.0027,13908799820078130027,Betim,Empresarial,12,Indenização por Dano Material,Acórdão,Apelação Cível,12ª Câmara Cível,2ª Instância,16/10/2019,12/05/2022,Baixa confirmada,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10027071390879007,TJMG Consulta Processual,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V4_DIRETO,SIM,,Comarca de origem Betim; processo empresarial-civil entre empresas.
PILOTO-0016,1416553-03.2023.8.13.0000,14165530320238130000,Betim,Empresarial,12,Empresarial > Recuperação Judicial,Recuperação Judicial,Agravo de Instrumento-Cv,2ª Vara Cível,2ª Instância,24/04/2024,30/04/2024,Provimento parcial,https://www5.tjmg.jus.br/jurisprudencia/pesquisaNumeroCNJEspelhoAcordao.do?numeroUnico=1416553-03.2023.8.13.0000,TJMG Jurisprudência,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Confirmado via espelho de acórdão.
PILOTO-0017,1487547-56.2023.8.13.0000,14875475620238130000,Betim,Empresarial,12,Empresarial > Recuperação Judicial,Recuperação Judicial,Embargos de Declaração-Cv,2ª Vara Cível,2ª Instância,24/04/2024,30/04/2024,Recurso não acolhido,https://www5.tjmg.jus.br/jurisprudencia/pesquisaNumeroCNJEspelhoAcordao.do?numeroUnico=1487547-56.2023.8.13.0000,TJMG Jurisprudência,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Confirmado via espelho de acórdão.
PILOTO-0006,1596883-92.2023.8.13.0000,15968839220238130000,Betim,Consumidor,12,Indenização por Dano Material,Responsabilidade do Fornecedor,Embargos de Declaração-Cv,Núcleo de Justiça 4.0 - Cível Brumadinho,Segunda Instância,2023-11-29,2024-04-25,Ativo,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10000231596875003,TJMG,True,DUPLICADO,DUPLICADO,DUPLICADO,V1_STAGING,NAO,DG_159687-5,Duplicidade do processo 1.0000.23.159687-5 (sequência /003).
PILOTO-0018,1690640-72.2025.8.13.0000,16906407220258130000,Betim,Empresarial,12,Concurso de Credores / Recuperação judicial,Acórdão,Agravo de Instrumento-Cv,21ª Câmara Cível Especializada,2ª Instância,21/05/2025,,Ativo; cadeia recursal confirmada,https://www4.tjmg.jus.br/juridico/sf/proc_resultado2.jsp?listaProcessos=16906407220258130000,TJMG Consulta Processual,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V4_DIRETO,SIM,,Processo-base 5025882-18.2024.8.13.0027; sequências /002 a /005 devem ser vinculadas.
PILOTO-0029,1880876-44.2026.8.13.0000,18808764420268130000,Betim,Execução fiscal,13,Execução Fiscal,Tributário,Agravo de Instrumento-Cv,Vara de Execuções Fiscais,2_INSTANCIA,11/06/2026,18/06/2026,,https://www5.tjmg.jus.br/jurisprudencia/pesquisaPalavrasEspelhoAcordao.do?&numeroRegistro=4&totalLinhas=102&paginaNumero=4&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 Betim&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Relator: Des.(a) Áurea Brasil. Ementa: DIREITO PROCESSUAL CIVIL E TRIBUTÁRIO. AGRAVO DE INSTRUMENTO. EXECUÇÃO FISCAL . CITAÇÃO POR HORA CER...
PILOTO-0019,1959367-02.2025.8.13.0000,19593670220258130000,Betim,Empresarial,12,Duplicata / Obrigações,Acórdão,Agravo de Instrumento-Cv,12ª Câmara Cível,2ª Instância,09/06/2025,25/11/2025,Transitado em Julgado,https://www4.tjmg.jus.br/juridico/sf/proc_resultado2.jsp?listaProcessos=19593670220258130000,TJMG Consulta Processual,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Confirmado via andamento processual.
PILOTO-0007,1968470-04.2023.8.13.0000,19684700420238130000,Betim,Consumidor,12,Fornecimento de Energia Elétrica,Contratos de Consumo,Agravo de Instrumento-Cv,2ª Câmara Cível,Segunda Instância,2023-08-16,2024-03-26,Baixado,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10000231968462001,TJMG,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Validado via portal oficial TJMG.
PILOTO-0008,2017275-51.2024.8.13.0000,20172755120248130000,Betim,Consumidor,12,Indenização por Dano Material,Responsabilidade do Fornecedor,Embargos de Declaração-Cv,Núcleo de Justiça 4.0 - Cível Brumadinho,Segunda Instância,2024-06-26,2026-03-10,Baixado,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10000231596875006,TJMG,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,DG_159687-5,Validado via portal oficial TJMG.
PILOTO-0030,2089013-43.2009.8.13.0027,20890134320098130027,Betim,Execução fiscal,13,Execução Fiscal,Tributário,Apelação Cível,Vara de Execuções Fiscais,2_INSTANCIA,18/06/2026,25/06/2026,,https://www5.tjmg.jus.br/jurisprudencia/pesquisaPalavrasEspelhoAcordao.do?&numeroRegistro=3&totalLinhas=102&paginaNumero=3&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 Betim&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Leite Praça. Ementa: EMENTA: DIREITO TRIBUTÁRIO E PROCESSUAL CIVIL. APELAÇÃO CÍVEL. EXECUÇÃO FISCAL . PRESCRIÇÃO INTERCOR...
PILOTO-0020,2246502-05.2024.8.13.0000,22465020520248130000,Betim,Empresarial,12,Recuperação judicial e Falência,Acórdão,Agravo de Instrumento-Cv,21ª Câmara Cível Especializada,2ª Instância,26/04/2024,30/09/2024,Transitado em Julgado,https://www4.tjmg.jus.br/juridico/sf/proc_resultado2.jsp?listaProcessos=22465020520248130000,TJMG Consulta Processual,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Confirmado via andamento processual.
PILOTO-0021,2286240-63.2025.8.13.0000,22862406320258130000,Betim,Empresarial,12,Classificação de créditos,Acórdão,Agravo de Instrumento-Cv,21ª Câmara Cível Especializada,2ª Instância,03/07/2025,29/01/2026,Transitado em Julgado,https://www4.tjmg.jus.br/juridico/sf/proc_resultado2.jsp?listaProcessos=22862406320258130000,TJMG Consulta Processual,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Confirmado via andamento processual.
PILOTO-0031,2331970-97.2025.8.13.0000,23319709720258130000,Betim,Execução fiscal,13,Execução Fiscal,Tributário,Agravo de Instrumento-Cv,Vara de Execuções Fiscais,2_INSTANCIA,11/06/2026,18/06/2026,,https://www5.tjmg.jus.br/jurisprudencia/pesquisaPalavrasEspelhoAcordao.do?&numeroRegistro=6&totalLinhas=102&paginaNumero=6&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 Betim&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Relator: Des.(a) Beatriz Junqueira Guimarães (JD). Ementa: EMENTA: DIREITO PROCESSUAL CIVIL E TRIBUTÁRIO. AGRAVO DE INSTRUMENTO. EXECUÇÃO FISCAL . MUNICÍPIO DE...
PILOTO-0080,2492065-25.2006.8.13.0079,24920652520068130079,Contagem,Execução fiscal,13,Execução Fiscal,Tributário,Apelação Cível,TJMG,2ª Instância,20/08/2026,21/08/2026,,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&&numeroRegistro=4&totalLinhas=2973&paginaNumero=4&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 %2522Comarca de Contagem%2522&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Áurea Brasil. Ementa: Prescrição intercorrente. Tema 566 STJ.
PILOTO-0081,3567137-64.2007.8.13.0079,35671376420078130079,Contagem,Execução fiscal,13,Execução Fiscal,Tributário,Apelação Cível,TJMG,2ª Instância,20/08/2026,21/08/2026,,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&&numeroRegistro=25&totalLinhas=2973&paginaNumero=25&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 %2522Comarca de Contagem%2522&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Áurea Brasil. Ementa: Prescrição intercorrente reconhecida.
PILOTO-0032,3752158-29.2025.8.13.0000,37521582920258130000,Betim,Execução fiscal,13,Execução Fiscal,Tributário,Embargos de Declaração-Cv,Vara de Execuções Fiscais,1_INSTANCIA,09/06/2026,17/06/2026,,https://www5.tjmg.jus.br/jurisprudencia/pesquisaPalavrasEspelhoAcordao.do?&numeroRegistro=7&totalLinhas=102&paginaNumero=7&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 Betim&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Relator: Des.(a) Manoel dos Reis Morais. Ementa: DIREITO TRIBUTÁRIO E PROCESSUAL CIVIL. EMBARGOS DE DECLARAÇÃO. EXECUÇÃO FISCAL . EXCEÇÃO DE PRÉ-EXEC...
PILOTO-0022,4147914-26.2024.8.13.0000,41479142620248130000,Betim,Empresarial,12,Recuperação judicial e Falência,Acórdão,Agravo de Instrumento-Cv,21ª Câmara Cível Especializada,2ª Instância,16/09/2024,12/03/2025,Transitado em Julgado,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10027120206654007,TJMG Consulta Processual,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Confirmado via andamento processual.
PILOTO-0082,4565518-48.2008.8.13.0079,45655184820088130079,Contagem,Execução fiscal,13,Execução Fiscal,Tributário,Embargos de Declaração-Cv,TJMG,2ª Instância,20/08/2026,21/08/2026,,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&&numeroRegistro=39&totalLinhas=2973&paginaNumero=39&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 %2522Comarca de Contagem%2522&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Áurea Brasil. Ementa: Ausência de vícios no acórdão.
PILOTO-0033,5005631-86.2018.8.13.0027,50056318620188130027,Betim,Execução fiscal,13,Execução Fiscal,Tributário,Apelação Cível,Vara de Execuções Fiscais,2_INSTANCIA,28/04/2026,12/05/2026,,https://www5.tjmg.jus.br/jurisprudencia/pesquisaPalavrasEspelhoAcordao.do?&numeroRegistro=14&totalLinhas=102&paginaNumero=14&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 Betim&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Arnaldo Maciel. Ementa: EMENTA: APELAÇÃO CÍVEL - EMBARGOS À EXECUÇÃO FISCAL - IPTU - IMÓVEL LOCALIZADO FORA DO PERÍMETRO URB...
PILOTO-0083,5007297-92.2020.8.13.0079,50072979220208130079,Contagem,Execução fiscal,13,Execução Fiscal,Tributário,Embargos de Declaração-Cv,TJMG,2ª Instância,20/08/2026,21/08/2026,,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&&numeroRegistro=29&totalLinhas=2973&paginaNumero=29&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 %2522Comarca de Contagem%2522&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Áurea Brasil. Ementa: Inexistência de omissão.
PILOTO-0034,5007746-07.2023.8.13.0027,50077460720238130027,Betim,Execução fiscal,13,Execução Fiscal,Tributário,Embargos de Declaração-Cv,Vara de Execuções Fiscais,1_INSTANCIA,12/05/2026,19/05/2026,,https://www5.tjmg.jus.br/jurisprudencia/pesquisaPalavrasEspelhoAcordao.do?&numeroRegistro=11&totalLinhas=102&paginaNumero=11&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 Betim&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Alberto Vilas Boas. Ementa: EMENTA: DIREITO PROCESSUAL CIVIL. EMBARGOS DE DECLARAÇÃO. EXECUÇÃO FISCAL . OMISSÃO NO ACÓRDÃO. ISEN...
PILOTO-0009,5008511-12.2022.8.13.0027,50085111220228130027,Betim,Consumidor,12,Inclusão Indevida em Cadastro de Inadimplentes,Indenização por Dano Moral,Apelação Cível,10ª Câmara Cível,Segunda Instância,2023-09-20,2023-12-11,Recurso da operadora provido; pedido inicial improcedente,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&ano=22&ttriCodigo=1&codigoOrigem=0000&numero=099935&sequencial=002&sequencialAcordao=0,TJMG,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V4_DIRETO,SIM,,Comarca de Betim; vinculado ao processo originário 5008511-12.2022.8.13.0027.
PILOTO-0047,5008602-39.2021.8.13.0027,50086023920218130027,Betim,Fraude bancária e PIX,13,Empréstimo consignado,Bancários / Contratos de Consumo,Apelação Cível,13ª Câmara Cível,Segunda Instância,2022-06-23,2022-12-01,Baixado,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10000221422264001,TJMG_SF,True,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,"Trânsito em julgado em 01/12/2022, verificado no portal oficial."
PILOTO-0035,5008692-52.2018.8.13.0027,50086925220188130027,Betim,Execução fiscal,13,Execução Fiscal,Tributário,Apelação Cível,Vara de Execuções Fiscais,2_INSTANCIA,21/05/2026,21/05/2026,,https://www5.tjmg.jus.br/jurisprudencia/pesquisaPalavrasEspelhoAcordao.do?&numeroRegistro=9&totalLinhas=102&paginaNumero=9&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 Betim&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Jair Varão. Ementa: EMENTA:  APELAÇÃO CÍVEL. EMBARGOS À EXECUÇÃO FISCAL . IPTU. IMÓVEL FORA DO PERÍMETRO URBANO À ÉPOCA ...
PILOTO-0084,5009437-36.2019.8.13.0079,50094373620198130079,Contagem,Execução fiscal,13,Execução Fiscal,Tributário,Apelação Cível,TJMG,2ª Instância,20/08/2026,21/08/2026,,https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&&numeroRegistro=22&totalLinhas=2973&paginaNumero=22&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 %2522Comarca de Contagem%2522&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Áurea Brasil. Ementa: Prescrição intercorrente. Art. 40 LEF.
PILOTO-0092,5009960-09.2023.8.13.0079,50099600920238130079,Contagem,Fraude bancária e PIX,13,Fraude Bancária / PIX,Responsabilidade Civil,Procedimento Comum Cível,TJMG,Primeira Instância,14/08/2026,16/08/2026,METADADOS_CONFIRMADOS,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,PJE_1G,NAO,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Súmula 479 STJ; fraude PIX.
PILOTO-0058,5014969-15.2024.8.13.0079,50149691520248130079,Contagem,Consumidor,12,Práticas Abusivas,,Procedimento Comum Cível,TJMG,Primeira Instância,07/08/2026,07/08/2026,Expedição de comunicação,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,TJMG - PJe 1ª Instância,False,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Isadora Peixoto x Rosk Software.
PILOTO-0010,5017775-87.2021.8.13.0027,50177758720218130027,Betim,Consumidor,12,Inclusão Indevida em Cadastro de Inadimplentes,Indenização por Dano Moral,Apelação Cível,15ª Câmara Cível,Segunda Instância,2023-09-11,2024-01-08,"Recurso provido; dano moral de R$ 15.000,00 no caso concreto",https://www5.tjmg.jus.br/jurisprudencia/relatorioEspelhoAcordao.do?inteiroTeor=true&ano=22&ttriCodigo=1&codigoOrigem=0000&numero=034660&sequencial=002&sequencialAcordao=0,TJMG,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V4_DIRETO,SIM,,Comarca de Betim; vinculado ao processo originário 5017775-87.2021.8.13.0027.
PILOTO-0048,5018542-28.2021.8.13.0027,50185422820218130027,Betim,Fraude bancária e PIX,13,Empréstimo consignado,Bancários / Contratos de Consumo,Apelação Cível,15ª Câmara Cível,Segunda Instância,2024-03-19,2025-02-12,Baixado,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10000221952633002,TJMG_SF,True,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,"Trânsito em julgado em 12/02/2025, verificado no portal oficial."
PILOTO-0074,5018697-06.2020.8.13.0079,50186970620208130079,Contagem,Empresarial,12,Direito Empresarial/Fazenda,ITCD,Mandado de Segurança Cível,2ª Vara Empresarial,1ª Instância,14/06/2024,14/06/2024,Arquivado Definitivamente,https://pje-consulta-publica.tjmg.jus.br/,TJMG_PJE_1G,False,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Processo identificado via metadados no PJe 1º Grau de Contagem.
PILOTO-0093,5018979-05.2024.8.13.0079,50189790520248130079,Contagem,Fraude bancária e PIX,13,Fraude Bancária / PIX,Responsabilidade Civil,Procedimento Comum Cível,TJMG,Primeira Instância,19/08/2026,21/08/2026,METADADOS_CONFIRMADOS,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,PJE_1G,NAO,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Golpe da falsa central de atendimento.
PILOTO-0011,5019118-21.2021.8.13.0027,50191182120218130027,Betim,Consumidor,12,Telefonia,Contratos de Consumo,Apelação Cível,11ª Câmara Cível,Segunda Instância,2022-09-21,2023-02-14,Baixado,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10000222277097001,TJMG,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Validado via portal oficial TJMG.
PILOTO-0049,5019962-63.2024.8.13.0027,50199626320248130027,Betim,Fraude bancária e PIX,13,Bancários,Contratos de Consumo,Recurso Especial,2º Cartório de Recursos a Outros Tribunais,Segunda Instância,2026-05-15,2026-07-07,Ativo,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10000243392115005,TJMG_SF,True,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,"Recurso Especial em andamento, verificado no portal oficial."
PILOTO-0050,5021369-12.2021.8.13.0027,50213691220218130027,Betim,Fraude bancária e PIX,13,Empréstimo consignado,Bancários / Contratos de Consumo,Apelação Cível,10ª Câmara Cível,Segunda Instância,2023-08-28,2023-11-10,Baixado,https://www4.tjmg.jus.br/juridico/sf/proc_complemento2.jsp?listaProcessos=10000220058143002,TJMG_SF,True,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,"Trânsito em julgado em 10/11/2023, verificado no portal oficial."
PILOTO-0036,5023073-89.2023.8.13.0027,50230738920238130027,Betim,Execução fiscal,13,Execução Fiscal,Tributário,Embargos de Declaração-Cv,Vara de Execuções Fiscais,1_INSTANCIA,07/05/2026,13/05/2026,,https://www5.tjmg.jus.br/jurisprudencia/pesquisaPalavrasEspelhoAcordao.do?&numeroRegistro=12&totalLinhas=102&paginaNumero=12&linhasPorPagina=1&palavras=%2522Execução Fiscal%2522 Betim&pesquisarPor=ementa&orderByData=2&dataPublicacaoInicial=01/01/2019&dataPublicacaoFinal=22/08/2026&referenciaLegislativa=Clique na lupa para pesquisar as referências cadastradas...&pesquisaPalavras=Pesquisar&,,True,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,CONFIRMADO_OFICIAL,V1_STAGING,NAO,,Relator: Des.(a) Marcus Vinícius Mendes do Valle (JD Convocado). Ementa: EMBARGOS DE DECLARAÇÃO EM APELAÇÃO CÍVEL. DIREITO PROCESSUAL CIVIL E TRIBUTÁRIO. HONORÁRIOS RECURSAI...
PILOTO-0094,5027649-32.2024.8.13.0079,50276493220248130079,Contagem,Fraude bancária e PIX,13,Fraude Bancária / PIX,Responsabilidade Civil,Procedimento Comum Cível,TJMG,Primeira Instância,10/07/2026,12/07/2026,METADADOS_CONFIRMADOS,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,PJE_1G,NAO,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Golpe do PIX; responsabilidade objetiva.
PILOTO-0024,5032474-15.2023.8.13.0027,50324741520238130027,Betim,Empresarial,12,Recuperação Judicial,Metadata,Cumprimento de Sentença,1ª Instância,1ª Instância,2023,31/07/2025,Arquivado Definitivamente,https://pje-consulta-publica.tjmg.jus.br/pje/ConsultaPublica/listView.seam,PJe,True,METADADOS_OFICIAIS,METADADOS_OFICIAIS,METADADOS_OFICIAIS,V2_METADATA,NAO,,Validado via consulta pública do PJe.
